timestamp;tag;duration;package_0
1763594232.1623387;start;0.009215354919433594;257202.0
1763594232.197717;start;0.0012383460998535156;47547.0
1763594232.204351;start;0.0004506111145019531;20020.0
1763594232.2155263;start;0.0004994869232177734;0.0
1763594232.224987;start;0.0004444122314453125;0.0
1763594232.234785;start;0.0004737377166748047;0.0
1763594232.2446768;start;0.0008947849273681641;66406.0
1763594232.254627;start;0.0004487037658691406;0.0
1763594232.2673955;start;0.0008206367492675781;0.0
1763594232.274767;start;0.00041484832763671875;0.0
1763594232.285919;start;0.0005536079406738281;0.0
1763594232.2950068;start;0.0005986690521240234;0.0
1763594232.3046198;start;0.0004677772521972656;17639.0
1763594232.3158689;start;0.00045490264892578125;0.0
1763594232.324497;start;0.0004596710205078125;22400.0
1763594232.3349247;start;0.0004630088806152344;24109.0
1763594232.3446474;start;0.0005199909210205078;0.0
1763594232.354906;start;0.00046563148498535156;42053.0
1763594232.3663676;start;0.0005135536193847656;0.0
1763594232.3746407;start;0.0004374980926513672;0.0
1763594232.3847935;start;0.0004558563232421875;22644.0
1763594232.3955753;start;0.0010764598846435547;21118.0
1763594232.4046052;start;0.0004570484161376953;0.0
1763594232.4155962;start;0.0006105899810791016;27649.0
1763594232.4246786;start;0.0004296302795410156;16357.0
1763594232.4347942;start;0.0006060600280761719;26733.0
1763594232.444631;start;0.0005488395690917969;0.0
1763594232.4545794;start;0.0004975795745849609;17212.0
1763594232.4658678;start;0.0004963874816894531;0.0
1763594232.4744287;start;0.00042819976806640625;18799.0
1763594232.4849305;start;0.0004487037658691406;22094.0
1763594232.494599;start;0.0005342960357666016;0.0
1763594232.5047972;start;0.0004665851593017578;0.0
1763594232.5156848;start;0.0006577968597412109;0.0
1763594232.524496;start;0.0004439353942871094;0.0
1763594232.534814;start;0.00046062469482421875;21423.0
1763594232.544963;start;0.0005085468292236328;0.0
1763594232.5560565;start;0.0008447170257568359;39673.0
1763594232.5651784;start;0.0005233287811279297;0.0
1763594232.5745506;start;0.00043964385986328125;0.0
1763594232.584715;start;0.00045371055603027344;0.0
1763594232.5945098;start;0.0005609989166259766;0.0
1763594232.6051295;start;0.0004448890686035156;33325.0
1763594232.6162167;start;0.00045943260192871094;22949.0
1763594232.6244578;start;0.0005037784576416016;0.0
1763594232.6347148;start;0.0004222393035888672;18860.0
1763594232.6445434;start;0.0005981922149658203;0.0
1763594232.6548047;start;0.0005006790161132812;18066.0
1763594232.6652467;start;0.0005962848663330078;0.0
1763594232.6747618;start;0.000438690185546875;0.0
1763594232.684798;start;0.0004870891571044922;26489.0
1763594232.6947443;start;0.0005331039428710938;0.0
1763594232.7046044;start;0.0005075931549072266;0.0
1763594232.7153895;start;0.0004980564117431641;18798.0
1763594232.7247193;start;0.00043010711669921875;0.0
1763594232.7346735;start;0.0004379749298095703;24170.0
1763594232.7445793;start;0.0005357265472412109;0.0
1763594232.7549646;start;0.000446319580078125;26550.0
1763594232.7659183;start;0.0006754398345947266;0.0
1763594232.774567;start;0.000431060791015625;0.0
1763594232.784786;start;0.0004200935363769531;0.0
1763594232.7946377;start;0.00052642822265625;0.0
1763594232.8048048;start;0.00046443939208984375;0.0
1763594232.815783;start;0.0005080699920654297;0.0
1763594232.8248522;start;0.0004246234893798828;0.0
1763594232.8346903;start;0.0005023479461669922;33996.0
1763594232.844492;start;0.0005702972412109375;0.0
1763594232.8547766;start;0.0005052089691162109;27343.0
1763594232.8665867;start;0.0009932518005371094;22522.0
1763594232.8745441;start;0.0005543231964111328;0.0
1763594232.884828;start;0.0004432201385498047;15991.0
1763594232.8946857;start;0.0005297660827636719;0.0
1763594232.9046876;start;0.0004754066467285156;19165.0
1763594232.9157932;start;0.0005431175231933594;24170.0
1763594232.92452;start;0.00042939186096191406;26184.0
1763594232.934685;start;0.0004725456237792969;0.0
1763594232.9446104;start;0.000637054443359375;0.0
1763594232.9547331;start;0.0004718303680419922;0.0
1763594232.9650445;start;0.0004646778106689453;53161.0
1763594232.9750435;start;0.00041937828063964844;27344.0
1763594232.9846532;start;0.00044274330139160156;0.0
1763594232.994471;start;0.0005412101745605469;0.0
1763594233.0046053;start;0.0005543231964111328;26429.0
1763594233.0154486;start;0.0005936622619628906;22582.0
1763594233.024621;start;0.0004923343658447266;0.0
1763594233.0347743;start;0.00046706199645996094;0.0
1763594233.0445035;start;0.0006301403045654297;0.0
1763594233.0547814;start;0.0004711151123046875;39795.0
1763594233.0653007;start;0.0005481243133544922;23803.0
1763594233.0746772;start;0.0004329681396484375;16235.0
1763594233.084681;start;0.0005309581756591797;0.0
1763594233.0945888;start;0.0005624294281005859;0.0
1763594233.1045535;start;0.0005524158477783203;27587.0
1763594233.116408;start;0.0010342597961425781;25635.0
1763594233.1247938;start;0.0004363059997558594;0.0
1763594233.1346056;start;0.0004477500915527344;0.0
1763594233.1442397;start;0.0004513263702392578;0.0
1763594233.1548507;start;0.00045490264892578125;0.0
1763594233.1654902;start;0.0005879402160644531;0.0
1763594233.1747587;start;0.0004506111145019531;0.0
1763594233.1847773;start;0.0005869865417480469;17395.0
1763594233.19438;start;0.0004901885986328125;0.0
1763594233.2046845;start;0.000457763671875;0.0
1763594233.216653;start;0.0005376338958740234;23193.0
1763594233.224766;start;0.0004112720489501953;0.0
1763594233.234928;start;0.0004413127899169922;20752.0
1763594233.2451832;start;0.0005440711975097656;0.0
1763594233.2544897;start;0.0005002021789550781;0.0
1763594233.265773;start;0.0006198883056640625;0.0
1763594233.2743793;start;0.00043129920959472656;39246.0
1763594233.2847986;start;0.0004222393035888672;0.0
1763594233.2943935;start;0.0004830360412597656;46203.0
1763594233.3048046;start;0.0004742145538330078;21972.0
1763594233.3151362;start;0.00044345855712890625;0.0
1763594233.3248162;start;0.0004394054412841797;0.0
1763594233.3345847;start;0.0005216598510742188;0.0
1763594233.344486;start;0.0005297660827636719;0.0
1763594233.3546286;start;0.0005207061767578125;27283.0
1763594233.3652835;start;0.0005950927734375;0.0
1763594233.3745131;start;0.000560760498046875;0.0
1763594233.384774;start;0.0004546642303466797;24292.0
1763594233.3944013;start;0.0005307197570800781;0.0
1763594233.404804;start;0.00043392181396484375;26611.0
1763594233.4160442;start;0.0007064342498779297;26306.0
1763594233.4246821;start;0.0004153251647949219;0.0
1763594233.4346828;start;0.0004742145538330078;0.0
1763594233.4445333;start;0.00046634674072265625;58960.0
1763594233.454848;start;0.00042557716369628906;0.0
1763594233.4650753;start;0.0006754398345947266;29785.0
1763594233.4747894;start;0.0004298686981201172;0.0
1763594233.4846294;start;0.0006568431854248047;0.0
1763594233.4943478;start;0.00044536590576171875;0.0
1763594233.5047338;start;0.0005817413330078125;0.0
1763594233.5157669;start;0.0006644725799560547;28747.0
1763594233.5246577;start;0.0005390644073486328;0.0
1763594233.5345829;start;0.0004711151123046875;28870.0
1763594233.544429;start;0.0004863739013671875;0.0
1763594233.554701;start;0.00042724609375;0.0
1763594233.5654144;start;0.00042629241943359375;26734.0
1763594233.5745854;start;0.0004215240478515625;31067.0
1763594233.5847766;start;0.000499725341796875;0.0
