time,x,y,z,yaw,platform,trajectory,traj_double,traj_short,traj_spin,traj_time,ref_time,comptime,x_ref,y_ref,yaw_ref,z_ref,throttle_input,p_input,q_input,r_input,cbf_term_pitch_cbf,cbf_term_roll_cbf,cbf_term_thrust_cbf,cbf_term_yaw_cbf
10.096760749816895,0.052997034,-0.009699548,-3.1988893,0.0004327509454838535,SIM,CIRCLE_HORIZONTAL,DblSpd,Not Short,Spin,0.08987569808959961,1.2898756980895996,0.0003867149353027344,0.19098579124352127,0.5687920776022518,0.4052264017162292,-5.0,0.7991294349129489,0.054347721674408,-0.05534960433672396,0.05434772167440802,0.0,-2.781867247774381,-72.3456730431186,-8.811455528330647
10.196857690811157,0.059627034,-0.008900153,-3.2171648,0.0011901156861468757,nan,nan,nan,nan,nan,0.1896669864654541,1.389666986465454,0.0005896091461181641,0.135315780256357,0.5845422479287646,0.4365767595616137,-5.0,0.8063076683759862,0.11883378312409949,-0.052467572847845576,0.11883378312409952,0.0,-0.4101380573092249,-44.06154932462228,-7.67301080317492
10.297354698181152,0.06504021,-0.0029408652,-3.2539823,0.004763053103828952,nan,nan,nan,nan,nan,0.2901625633239746,1.4901625633239746,0.00060272216796875,0.07798263165366635,0.5949106732614305,0.4681483761593133,-5.0,0.8134942591930607,0.12524955483465752,-0.028110390527883743,0.1839654833558758,0.0,0.0,-8.776895639645485,-6.373706970769364
10.39653730392456,0.06561889,0.0063599204,-3.3139467,0.011876233370430969,nan,nan,nan,nan,nan,0.38924551010131836,1.5892455101013183,0.00039315223693847656,0.0207329873496036,0.5996416790347058,0.4992762019284865,-5.0,0.8091829012545718,0.09090827144322788,0.0031770402623876883,0.24286942556034102,0.0,0.0,0.0,-5.163426936727672
10.496480941772461,0.067369014,0.01514051,-3.3989305,0.024555988895184976,nan,nan,nan,nan,nan,0.48917579650878906,1.689175796508789,0.0003719329833984375,-0.03719721632479408,0.5988458625537013,0.5306702272933699,-5.0,0.7944639711058971,0.04991073252838163,0.033608774541904037,0.2961410950374141,0.0,0.0,0.0,-4.020040702866909
10.596547365188599,0.06846114,0.024733447,-3.480893,0.03948324360090586,nan,nan,nan,nan,nan,0.5892603397369385,1.7892603397369384,0.001178741455078125,-0.09486894577242776,0.5924524311098978,0.5621127138677143,-5.0,0.7800186439619716,0.011192425983332602,0.058470141825152054,0.3443190380182725,0.0,0.0,0.0,-2.9025443831209854
10.696542024612427,0.06843452,0.041254774,-3.5855513,0.062095764680322484,nan,nan,nan,nan,nan,0.6892902851104736,1.8892902851104736,0.0005273818969726562,-0.15162277423041268,0.5805260841122243,0.593538048020163,-5.0,0.767651611874461,-0.023383964904669804,0.07575026570845336,0.38789030606095715,0.0,0.0,0.8971098923527352,-1.8619569378173528
10.796515226364136,0.06862283,0.06509854,-3.6903749,0.08766695238103338,nan,nan,nan,nan,nan,0.7892358303070068,1.9892358303070068,0.0005054473876953125,-0.20691414700400368,0.5631931602652909,0.6249368670750085,-5.0,0.7573737707831397,-0.0559051640657618,0.08744060689575793,0.42729537986416505,0.0,0.0,4.113534917061278,-0.7945379699810746
10.89667010307312,0.06318962,0.09909007,-3.8138337,0.1203513464003477,nan,nan,nan,nan,nan,0.8893895149230957,2.089389514923096,0.0004591941833496094,-0.260384483144898,0.5405551969386331,0.656401075056994,-5.0,0.7479586703680945,-0.08419719871589484,0.09288358198972838,0.45994413794933425,0.0,0.0,5.708212425838354,0.0
10.996585369110107,0.05757672,0.13462003,-3.9326887,0.15461941245902652,nan,nan,nan,nan,nan,0.9892966747283936,2.1892966747283937,0.0004105567932128906,-0.3112939840575208,0.5129288990587252,0.6877878349855284,-5.0,0.7393419593379079,-0.10761844974932105,0.09221003188201345,0.46155698938221545,0.0,0.0,8.229167191899437,0.0
11.096573829650879,0.048779625,0.17386842,-4.0636153,0.19526452908934439,nan,nan,nan,nan,nan,1.089285135269165,2.289285135269165,0.001068115234375,-0.3593401695554914,0.4804941649425419,0.7192001362933925,-5.0,0.7314629331144251,-0.12291212509437395,0.08774600116112534,0.4576761778608207,0.0,0.0,8.928371263535805,0.0
11.196599960327148,0.03656968,0.20835002,-4.1848626,0.23507268108216767,nan,nan,nan,nan,nan,1.1893091201782227,2.389309120178223,0.0005633831024169922,-0.4040472982142654,0.4435603462954646,0.7506235979106997,-5.0,0.7242644803978756,-0.12725805145347907,0.07647867455329814,0.45002357536012333,0.0,0.0,10.148964255708888,0.0
11.296498775482178,0.02330899,0.25096408,-4.317987,0.27976579952776426,nan,nan,nan,nan,nan,1.289201021194458,2.489201021194458,0.00038552284240722656,-0.4449287457505991,0.402539949824609,0.782005564149272,-5.0,0.7176930108121593,-0.1280619830580499,0.06583396000809154,0.44187161498805866,0.0,0.0,10.09037511261947,0.0
11.396754741668701,0.0045904773,0.29182303,-4.4359193,0.32184425992089716,nan,nan,nan,nan,nan,1.3894777297973633,2.5894777297973635,0.0006401538848876953,-0.48179802967758006,0.35759007060991177,0.8135084212565772,-5.0,0.7116983651106509,-0.12542691432099218,0.05230948579065513,0.4313394744077626,0.0,0.0,9.65205274813016,0.0
11.496541023254395,-0.013847611,0.33171552,-4.555831,0.3642849922719469,nan,nan,nan,nan,nan,1.4892501831054688,2.689250183105469,0.0004584789276123047,-0.5139931687567912,0.3095335562929367,0.8448528618909147,-5.0,0.706233709871768,-0.12036532523212487,0.038722022860529136,0.4213665683080324,0.0,0.0,8.832816148974185,0.0
11.596508979797363,-0.034076285,0.36861017,-4.672478,0.4065163506051308,nan,nan,nan,nan,nan,1.5892226696014404,2.7892226696014406,0.0003783702850341797,-0.5414610833733531,0.25849544520581924,0.8762601448045997,-5.0,0.7012554189124197,-0.1117256679778006,0.026793620897409182,0.41145547291765255,0.0,0.0,6.797782774506045,0.0
11.696787118911743,-0.059525985,0.40080142,-4.7812605,0.44840932750835505,nan,nan,nan,nan,nan,1.68949294090271,2.88949294090271,0.0005567073822021484,-0.563935300342005,0.2048828373197048,0.9077609795739521,-5.0,0.6967229438090322,-0.10047577046412,0.01157867080632966,0.4005709876392491,0.0,0.0,3.7130706061456307,0.0
11.796637296676636,-0.08569541,0.42485216,-4.8957686,0.4933397553700869,nan,nan,nan,nan,nan,1.7893528938293457,2.989352893829346,0.0003597736358642578,-0.5810564465058271,0.14957742468040036,0.9391329090241661,-5.0,0.6925986759583607,-0.08652264216844835,-0.003620749431054105,0.3911905112573635,0.0,0.0,0.2964675113580726,0.0
11.896633863449097,-0.11584294,0.44361204,-4.9887824,0.5376319484464405,nan,nan,nan,nan,nan,1.8893511295318604,3.0893511295318605,0.0004119873046875,-0.5927800082352175,0.09280011765431921,0.9705482812896622,-5.0,0.6914917106394644,-0.0700749803950647,-0.020601589415141747,0.3804428311122459,0.0,0.0,0.0,0.0
11.99659252166748,-0.14851953,0.4536599,-5.0688405,0.577881568837054,nan,nan,nan,nan,nan,1.9893062114715576,3.189306211471558,0.00043129920959472656,-0.5989676708382036,0.03518137704322344,1.0019500964007342,-5.0,0.6922214837999648,-0.055958064038695195,-0.03698993705877526,0.37059324116294473,0.0,0.0,0.0,0.0
12.096576929092407,-0.18501039,0.4551457,-5.144184,0.6173935782733955,nan,nan,nan,nan,nan,2.0893020629882812,3.2893020629882814,0.0003807544708251953,-0.59956705499186,-0.022789176562303132,1.0333647196521736,-5.0,0.6928994335315788,-0.04437416072604932,-0.05371110462381064,0.3612931325723157,0.0,0.0,0.0,0.0
12.196546077728271,-0.227537,0.4445371,-5.216067,0.6595138616113893,nan,nan,nan,nan,nan,2.1892497539520264,3.3892497539520265,0.00033855438232421875,-0.5945726563379472,-0.08051929169607328,1.0647642128196702,-5.0,0.6940088417187346,-0.0325073814681537,-0.07148883061840358,0.3517207823561183,0.0,0.0,0.0,0.0
12.296554803848267,-0.26265988,0.42755157,-5.273478,0.6973836664044677,nan,nan,nan,nan,nan,2.2892675399780273,3.4892675399780275,0.000659942626953125,-0.584023376870198,-0.1375379775521316,1.09618572700043,-5.0,0.6955494027576216,-0.0228689657616039,-0.08406659774361579,0.3446798636368041,0.0,0.0,0.0,0.0
12.39656400680542,-0.29914382,0.40346643,-5.329418,0.7372105585726729,nan,nan,nan,nan,nan,2.389273166656494,3.5892731666564943,0.0003662109375,-0.5680215617644372,-0.19326537550914183,1.1276034212095016,-5.0,0.6973547123856593,-0.013958258453887915,-0.09232240951698566,0.33822053396432983,0.0,0.0,0.0,0.0
12.49650502204895,-0.3347454,0.3743627,-5.376366,0.7730279074947861,nan,nan,nan,nan,nan,2.4892144203186035,3.6892144203186037,0.0003421306610107422,-0.5467310664267288,-0.24715408352663698,1.1590008920390453,-5.0,0.6991477910527375,-0.007261157610466291,-0.09677470357368533,0.33293624895087826,0.0,0.0,0.0,0.0
12.596775531768799,-0.37417784,0.3359099,-5.421672,0.8109015943135358,nan,nan,nan,nan,nan,2.589479684829712,3.789479684829712,0.00035643577575683594,-0.5202482904749385,-0.2989008468671576,1.1905001538788789,-5.0,0.7009685558548383,-0.0040088125728264205,-0.10092023024642513,0.3282157106732849,0.0,0.0,0.0,0.0
12.696698904037476,-0.4070649,0.29593742,-5.459382,0.8449628249846579,nan,nan,nan,nan,nan,2.6894094944000244,3.8894094944000246,0.0003390312194824219,-0.48899507987679613,-0.3476834937932569,1.2218940294409508,-5.0,0.7025972224628144,-0.003476619203238368,-0.10113744514399199,0.3255394940964962,0.0,0.0,0.0,0.0
12.796728134155273,-0.4420449,0.2432608,-5.489558,0.8810827052128805,nan,nan,nan,nan,nan,2.7894601821899414,3.9894601821899416,0.00036215782165527344,-0.45313670611306633,-0.3932774155389558,1.253325880015692,-5.0,0.7045685784681862,-0.0032757280043233194,-0.10105966965214036,0.32375775200488666,0.0,0.0,0.0,0.0
12.896653175354004,-0.47000405,0.19152622,-5.5055437,0.9112200793887103,nan,nan,nan,nan,nan,2.8893556594848633,4.0893556594848635,0.0003380775451660156,-0.4131085194460431,-0.43513371641496384,1.284708969775349,-5.0,0.7070798109655696,-0.0006300801161389731,-0.1018206272288679,0.3207806611048633,0.0,0.0,0.0,0.0
12.996650695800781,-0.50128263,0.12564445,-5.5184994,0.9463988353368478,nan,nan,nan,nan,nan,2.9893624782562256,4.189362478256226,0.00033974647521972656,-0.3691803993560389,-0.47297550965278906,1.3161270384914487,-5.0,0.7096548365114226,0.0012499358618218853,-0.1023346835283127,0.3198640173665729,0.0,0.0,0.0,0.0
13.096750497817993,-0.52808446,0.06193723,-5.5277877,0.9784435162788676,nan,nan,nan,nan,nan,3.0894806385040283,4.2894806385040285,0.0003428459167480469,-0.321750367090094,-0.5064352883413533,1.347580086163991,-5.0,0.7121363046219693,0.0031748183767101954,-0.10257530920559038,0.31766998464648794,0.0,0.0,0.0,0.0
13.19672417640686,-0.5547016,-0.009874457,-5.541651,1.0125957231032314,nan,nan,nan,nan,nan,3.189448595046997,4.389448595046997,0.0003376007080078125,-0.2713868386216412,-0.535116047061711,1.3789859459509686,-5.0,0.7140195479172353,0.003686562888999754,-0.1007296260410968,0.3166541214899738,0.0,0.0,0.0,0.0
13.29661250114441,-0.5750363,-0.075826734,-5.552851,1.0436297094564515,nan,nan,nan,nan,nan,3.2893357276916504,4.489335727691651,0.00033855438232421875,-0.2185347242284676,-0.558786698397866,1.4103664141614278,-5.0,0.7157239992231048,0.004416210797803425,-0.0959803639346539,0.3154569520459053,0.0,0.0,0.0,0.0
